content,rating,type,publishedDate,tokenization,text,sequence_num,status,origin
這一顆星，是給營區寬廣，有合適的草皮可供孩童遊玩，以及有個不錯的戲水池。以下是給不了更多星的原因：1、下午到達營區時，就一直有工作人員騎著沙灘車飆上飆下的，而且是會經過帳篷前往廁所的路上，但這些年輕帥氣的工作人員完全把營區當作飆沙的場地。遊客與孩童的安全絲毫不在意，而且不斷造成沙塵飛揚。2、印象很深刻到了晚上11點，還是有飆沙的行為，嚴重影響遊客休息的品質。3、看到其他評論有寫到，營主入夜後會逐一提醒各帳遊客降低音量，這件事完全沒發生就算了，昨晚有其他帳的遊客嬉鬧到深夜，我們大約11點左右打給營主尋求協助，電話沒接沒回，就這樣忍受到半夜2點。我們知道其他帳的遊客不睡(有過去提醒)不能怪營主，但沒提醒且找不到人，就給不了星了。,1,2,2023/05/08,,一顆星是給營區寬廣合適草皮供孩童遊玩有個不錯的戲水池是給更多星原因下午到達營區時工作人員騎著沙灘車飆上飆下帳篷前往廁所路上年輕帥氣工作人員營區當作飆沙場地遊客孩童絲毫不在意沙塵飛揚印象深刻晚上11點飆沙行為影響遊客休息品質評論寫到營主入夜後逐一提醒各帳遊客降低音量這件事發生昨晚帳的遊客嬉鬧深夜11點打給營主尋求協助電話沒接沒回忍受半夜點帳的遊客睡提醒怪營主提醒找不到就給星,3339,-1,1
帳篷很可愛，溫馨舒適，風景也很漂亮，盥洗衛浴設備乾淨明亮，推薦,5,2,2023-10-23T15:25:14+08:00,,帳篷可愛溫馨舒適風景很漂亮盥洗衛浴設備乾淨明亮推薦,3340,1,1
一顆星就是給床和兔子服務冷冷，極度冷⋯沒有溫度吃飯時間，白飯只用一個五人小電鍋，是怎樣滿足一群人吃飯，跟服務人員要飯好像我們在乞討一樣，餐飲業打開電鍋竟然沒白飯，不覺得超級扯嗎？說了第一次，說會準備，吃到後半段，我們又詢問了一次，才說不準備了，才說備冬粉給你們吃，你們有想過有些人是不吃冬粉的嗎？放電影時間，也沒有通知我們，吃飽走出去已經不知道放電影多久了，感覺很⋯KTV設備有問題，從吃飯搞了一兩個小時，音響還會破聲，點歌超級難用，真的有點納悶的設備⋯晚上睡覺，因為離隔壁民宿只有離一道牆壁那麼近，被吵到半夜兩點，隔壁客人還發動摩托車不停止，還大喊「起床」「部隊起床」「老闆，沒有熱水了」，雖然雖然這都不是你們的問題，但造成客人再這邊睡覺壓力很大，很怕會有人闖進來危害到自身安全，導致那天旅客，包括不是同行的旅客，早上起床髒話連連。早餐部分，水果都有黑黑，至少切掉黑黑的吧，還黑那麼大塊，奶茶是加水吧，完全沒有奶味，你們有喝看看嗎？進去以為你們是做餐飲業後來才發現你們是做工的講實在，有夠想退費！我就是2023.5/12-5/13入住的客人,1,2,2023/08/03,,一顆星給床兔子服務冷冷冷溫度吃飯時間白飯只用五人電鍋一群吃飯服務人員要飯好像乞討餐飲業打開電鍋白飯超級扯說第一次說會吃後半段詢問說說備冬粉吃有想過不吃冬粉放電影時間通知吃飽走放電影多久感覺KTV設備吃飯搞一兩個小時音響還會破聲點歌超級難用真的納悶設備晚上睡覺因為隔壁民宿一道牆壁吵到半夜兩點隔壁客人發動摩托車停止大喊起床部隊起床老闆熱水這都客人睡覺壓力很大很怕有人闖進來危害導致那天旅客包括同行旅客早上起床髒話早餐水果黑黑至少切掉黑黑的還黑大塊奶茶加水奶味喝以為做餐飲業發現做工講實在有夠想退費2023.51213入住客人,3341,-1,1
"有沙坑.水池.戲水道.鞦韆.跳跳馬可玩。還有兔子餵食.製作棉花糖(有紅黃藍白糖).島麻糬可參與，還可以散步去溪邊餵魚，老闆貼心的給我們吐司。草皮很美可惜沒有大樹遮擋陽光，然後蟲蟲很多只是有可惡的""小黑蚊""，大人小孩通通中獎。浴室有那麼一點點少，尖峰時間要等。整體來說很推薦的營區。",4,2,2019/05/06,,沙坑水池戲水道鞦韆跳跳馬可玩兔子餵食製作棉花糖紅黃藍白糖島麻糬參與散步溪邊餵魚老闆貼心的給吐司草皮美可惜大樹遮擋陽光蟲蟲可惡小黑蚊大人小孩通通中獎浴室一點點少尖峰時間整體推薦營區,3342,1,1
五星級的露營區，設施很厲害 游泳池 溜滑梯 衛浴設備 棒棒的，超推!,5,2,2023/06/08,,五星級露營區設施厲害游泳池溜滑梯衛浴設備棒棒超推,3343,1,1
超棒的避暑勝地，小木屋整潔舒適，住宿包含了簡單下午茶及特色風味晚餐，比起星級飯店，這裡的服務員更有人情味，值得滿級分寫評論還能轉扭蛋，扭到了小農咖啡和竹杯、竹水槍，好別緻的禮物,5,2,2023/09/08,,超棒避暑勝地小木屋整潔舒適住宿包含簡單下午茶特色風味晚餐星級飯店服務員人情味值得滿級分寫評論還能轉扭蛋扭到小農咖啡竹杯竹水槍別緻禮物,3344,1,1
整個園區的設施可以在豐富一些大致上來說小朋友都玩得很開心，晚上也吃的很開心食物新鮮住宿也很乾淨小小的不足就是隔音沒有那麼好,5,2,2023-08-11 09:11:23,,園區設施小朋友玩開心晚上吃開心食物新鮮住宿乾淨小小的隔音,3345,1,1
很棒的露營區！從入住下午茶晚餐宵夜到隔天早餐…不用擔心肚子的問題…看得出很用心在經營,5,2,2023/07/06,,很棒露營區入住下午茶晚餐宵夜隔天早餐不用擔心肚子看得出用心經營,3346,1,1
帳篷很美很乾淨，裡面有衛浴設備讓我非常驚訝！不用跟別人一起共用衛浴真的太棒了，夜晚海風吹拂看著星空很是愜意！但白天太陽照射之下帳篷裡會非常悶熱！大致上都是很棒的！,5,2,2022-12-04 18:50:06,,帳篷很美乾淨衛浴設備驚訝不用共用衛浴真的太棒了夜晚海風吹拂看著星空愜意白天太陽照射之下帳篷裡會悶熱很棒,3347,1,1
環境不錯 泳池還是帳篷內外都很乾淨 有機會會再來,5,2,2023/09/03,,環境不錯泳池帳篷內外乾淨機會再來,3348,1,1
營區還算不錯，衛浴和廁所距離太遠了很不方便，營區被小黑蚊攻陷~露營的家人們每個人三天都是滿手滿腳的紅豆冰啊。,3,2,2023/05/08,,營區算不錯衛浴廁所距離太遠營區小黑蚊攻陷露營家三天滿手滿腳紅豆冰,3349,0,1
泳池太髒。戶外防蚊蟲用品需自備或現場購買。烤肉食材普通。廁所與衛浴乾淨。,2,2,2023-08-04T22:17:08+08:00,,泳池太髒戶外防蚊蟲用品需自備現場購買烤肉食材廁所衛浴乾淨,3350,-1,1
有大-冷藏/冷凍冰箱廁所有打掃營地風景很漂亮唷,5,2,2023/05/08,,有大冷藏冷凍冰箱廁所打掃營地風景很漂亮唷,3351,1,1
免費的抽獎活動，希望之後還有類似的佛心活動可以繼續舉辦,5,2,2021-11-01 16:53:55,,免費抽獎活動希望類似佛心活動舉辦,3352,1,1
和朋友來過生日，氣氛很棒，環境乾淨，服務人員很棒，下次帶小朋友一起造訪,5,2,2023/09/08,,朋友過生日氣氛很棒環境乾淨服務人員很棒下次小朋友造訪,3353,1,1
緊鄰日月潭湖畔的露營好地點，靠近水社碼頭。,4,2,2017/05/08,,緊鄰日月潭湖畔露營地點靠近水社碼頭,3354,1,1
很棒的環境整潔，草地很大，很貼近大自然。衛浴也很乾淨，房間整齊舒適，可以在旁邊喝咖啡，也有提供泡麵，帳篷也很漂亮，住起來很舒服～～,5,2,2023/05/07,,很棒環境整潔草地很大貼近大自然衛浴乾淨房間整齊舒適旁邊喝咖啡提供泡麵帳篷很漂亮住舒服,3355,1,1
營區有很多小孩可以玩的設施~幼幼班到大小孩都適合~很棒喔,5,2,2021/03/13,,營區小孩玩設施幼幼班到小孩適合很棒喔,3356,1,1
非常好玩的場所，入場費便宜，還可以換購小朋友的禮品，有有溫水池可以泡腳。還有冷水池可以讓小朋友玩，很棒！,5,2,2022/05/07,,好玩場所入場費便宜換購小朋友禮品溫水池泡腳冷水池小朋友玩很棒,3357,1,1
感謝逸慧熱情服務，園區廣闊，適合親子共遊，以前國中來露營過，無意搜尋再看到這裡，真的是彰化的好地方。,5,2,2023/05/07,,感謝逸慧熱情服務園區廣闊適合親子共遊國中來露營無意搜尋真的彰化地方,3358,1,1
朋友在網上看評價還不錯想說那就跟風一下豪華露營帳5星收費1星服務品質烤肉食材裡面的更是自助餐的等級海鮮食材鮮度待加強唯一尚可贊嘆就是那壺有古早味般的紅茶其餘尚有進步空間,1,2,2023/06/07,,朋友網上評價不錯想說跟風豪華露營帳星收費星服務品質烤肉食材裡面更是自助餐等級海鮮食材鮮度唯一尚可贊嘆那壺古早味紅茶尚有空間,3359,-1,1
"樹語區雙十連假明顯超收, 冰箱不知是功能有問題, 或是不敷使用, 無冷藏效果, 5帳共用2水槽, 2帳共用一電源(導至燈光忽暗忽明), 用蛀滿螞蟻的朽木區隔營地與車道(螞蟻入室), 入口未管制, 人車隨意進出(開趴酒醉喧囂), 不好意思, 此次經驗實在不好, 可惜了先前累積了那麼多好評,",2,2,2022/05/07,,樹語區雙十連假超收冰箱不知功能敷冷藏效果帳共用水槽帳共用電源導至燈光忽暗忽明蛀螞蟻朽木區隔營地車道螞蟻入室入口未管制人車隨意進出開趴酒醉喧囂不好意思經驗實在不好可惜先前累積好評,3360,-1,1
真的很棒，已經去第二次了！滿天星空真的很美，老闆人很棒，設備很好！真的是很喜歡的地方,5,2,2023-01-07 15:12:21,,真的很棒第二次滿天星空真的美老闆很棒設備真的喜歡地方,3361,1,1
11/15-11/16入住帳篷豪華四人房，相關可以使用的設施不多，只有一進門的小綠地可以玩，房務人員介紹的非常簡陋，只有帳離開時怎麼鎖，園區注意事項有哪些，其他有開放的地方完全都沒有提到，夜間管制倒是非常的完善，平均一小時會有一個人員巡邏一次，不過白天六七點就開始非常吵雜，由於住在第一帳陽光照射帳內跟白天一樣，離唯一可以玩耍的草地只有五步之距，所有經過稍微玩耍的大人小孩持續轟炸到11點剛好退房，建議第一帳不如就不要安排房客了，想睡稍晚一點都不行，直接疲勞轟炸，這樣的房價規劃建議可以在妥善一點,1,2,2022/05/07,,11151116入住帳篷豪華四人房相關設施進門綠地玩房務人員介紹簡陋帳離開時鎖園區注意事項開放地方提到夜間管制倒完善平均小時人員巡邏白天六七點吵雜住第一帳陽光照射帳內白天唯一玩耍草地五步之距稍微玩耍大人小孩持續轟炸11點退房建議第一帳安排房客想睡稍晚一點不行疲勞轟炸房價規劃建議妥善一點,3362,-1,1
露營️帳漂亮，環境優美。請自己多留意，不要麻煩工作人員。備忘錄要認真看完，不然會影響體驗感受,5,2,2023/05/08,,露營️帳漂亮環境優美請留意麻煩工作人員備忘錄完影響體驗感受,3363,1,1
老闆很大方親切熱情，解說的事項都非常清楚，進來營區就被乾淨整潔寬敞的空間吸引，準備的器具也非常齊全，只要準備食材上山就完全不用擔心，可以很放鬆玩得很開心，下次絕對還會想要再來一次！,5,2,2023/07/07,,老闆很大親切熱情解說事項營區乾淨整潔寬敞空間吸引器具齊全食材上山不用擔心放鬆玩得開心下次還會想要再來,3364,1,1
蠻爛的 完全不想拍照 蟑螂很多 廁所超髒帳內霉味很重,1,2,2023/08/08,,蠻爛不想拍照蟑螂廁所超髒帳霉味重,3365,-1,1
花了錢住真的會吐血 帳篷都發霉 業者也不更換頂部隨便找一塊布蓋起來就當作沒發霉google評價4.5都是用免費兌換東西刷評價刷出來的換了營長管理後差很多 這是第三訪 沒有下次了,1,2,2023/05/08,,花錢住真的吐血帳篷發霉業者更換頂部隨便找一塊布蓋起來當作沒發霉google評價4.5免費兌換東西刷評價刷換了營長管理差這是第三訪下次,3366,-1,1
雖說與世隔絕但離市區很近   開車十五分可到  去缺點就是場地費用很貴   比民宿貴   還有蚊子超多，建議提供電蚊拍或蚊香,3,2,2020/05/07,,與世隔絕但離市區很近開車十五分缺點場地費用貴民宿貴蚊子超多建議提供電蚊拍蚊香,3367,0,1
"CP值不高,很貴,也不是很方便,廁所在很遠的地方,梅雨季節有大量的蟲子,卻沒有配套措施,整趟旅程部是很開心荷包也損失慘重!高評論應該是洗出來的,大家值得更好的地方!!!!!!!!!!!!!!!!!!!!!!!!!!!!",1,2,2020/05/07,,CP值不高貴廁所很遠地方梅雨季節蟲子配套措施整趟旅程部是開心荷包損失慘重高評論洗出來值得更好地方,3368,-1,1
場地大設施多樣，非常是和親子全家遊玩的好地方，有機會一定會再來訪。,5,2,2021/09/23,,場地設施多樣親子全家遊玩地方機會來訪,3369,1,1
營區及帳篷很漂亮，設備齊全，那天與朋友玩的很開心，謝謝,5,2,2023-10-09 15:14:26,,營區帳篷很漂亮設備齊全那天朋友玩開心謝謝,3370,1,1
環境清潔、空氣清新，四面環山、溪流環抱，悠悠白雲下綠樹成蔭、綠草如茵。生於此，夫復何求？感恩   感恩栽種多年的藍花楹開花有月餘了，開心！各區都放置一台推車，以方便露友搬運器材。營區內設五處垃圾放置區，好好利用哦！,5,2,2019/05/08,,環境清潔空氣清新四面環山溪流環抱悠悠白雲綠樹成蔭綠草如茵生於夫復何求感恩感恩栽種多年藍花楹開花月餘開心各區放置一台推車露友搬運器材營區內設五處垃圾放置區好好利用,3371,1,1
來訪第二次了，朋友們都玩得非常開心從一進來園區就有滿滿的活動和空間能遊玩整個很放鬆和有趣！重點！調酒很讚服務人員也都超棒還遇到難得的煙火秀，整個很放鬆開心！還會再次來訪！！！,5,2,2023/12/07,,來訪第二次朋友玩開心園區滿滿的活動空間遊玩放鬆有趣重點調酒讚服務人員超棒還煙火秀放鬆開心還會來訪,3372,1,1
營地老闆很健談，客人多但處理事情速度依舊很快，謝謝給我們第一次那麼棒的露營體驗，床很舒服，設備又齊全，整個空間很喜歡，週六還能體驗空拍。 …,5,2,2021/05/09,,營地老闆健談客人事情速度依舊很快謝謝第一次棒露營體驗床舒服設備齊全空間喜歡週六還能體驗空拍,3373,1,1
老闆人真的很好，有求必應，根本就是小天使！大家如果還在猶豫要不要選擇，不用猶豫了！可以直接選擇，到臻美來趟放鬆又幸福的旅程吧～～,5,2,2023/05/08,,老闆真的有求必應根本就是小天使還在猶豫選擇不用猶豫選擇臻美來趟放鬆幸福旅程,3374,1,1
